,year,dma_desc,store address,city,state,zip,simulated_sales,#_of_workers_over_16,median_age,median_earnings,occupation_MBSA,occupation_Ser,occupation_sales_and_office,occupation_NrCM,occupation_PTMm,class_private_wage_and_salary,class_government_workers,class_self_employed,class_unpaid_family_workers,mean_travel_time_to_work,owner_occupied_houseing_units(percent),no_vehicle(percent),public_transportation,occupied_housing_units,housing_built_2014+,num_of_establishments,total population,sex_ratio,more_race_percent,White_race_percent,Black_AfricanAmerican_race_percent,AmericanIndian_Alaska_Native_race_percent,Asian_race_percent,NativeHawaiian_OtherPacificIslander_race_percent,others_race_percent,NotHispanic_Latino_percent
374,2019,Cedar Rapids-Waterloo-Iowa City & D,2060 CROSSROADS BLVD #2001,WATERLOO,IA,50702,4681792.195,9906,39.1,32171,28.2,16.4,20.2,8,27.1,86,9.2,4.8,0,16.5,67.5,3.1,38,8347,2.6,,19446,100.4,2.4,81.8,10.9,0.4,2.8,0,1.7,92.9
375,2019,Lafayette LA,4230 AMBASSADOR CAFFERY PKWY,LAFAYETTE,LA,70508,10790683.8,20817,42.5,49638,47.7,14,22.3,7.2,8.9,80.1,10.2,9.5,0.1,,69.1,2.1,75,16540,6.4,,40265,92.7,1.6,84.4,11.6,0.2,1.6,0,0.6,96.7
376,2019,Salt Lake City,203 West 9000 South,Sandy,UT,84070,12159167.46,15013,37.8,39486,39.2,15.4,26.8,7.8,10.8,83.7,11.9,4.2,0.1,21.3,66.4,2.9,627,10339,8.4,,28534,96.9,1.5,87.8,0.5,0.8,3.9,1.2,4.3,84.3
377,2019,Norfolk-Portsmouth-Newport News,1072 W Mercury Blvd,Hampton,VA,23666,9245753.626,26149,37.8,37003,37.1,15.9,20.4,9.5,14.6,69.5,27.9,2.4,0.2,,50.5,3.8,396,21919,2.1,,52249,88.4,3.6,34.4,54.9,0.1,4.3,0.1,2.6,92.3
378,2019,Wichita Falls & Lawton,3111 Midwestern Pkwy #200,Wichita Falls,TX,76308,4235840.352,10222,39.4,30486,40.4,17,22.9,7,12.4,77,16.3,6.4,0.2,14.1,59.5,1.9,45,8290,0.5,,19493,83.9,2.8,81.4,9.3,0.7,4.1,0.1,1.7,87.6
379,2019,Rapid City,2200 N Maple Ave.,Rapid City,SD,57701,4972202.539,21615,40.3,30359,30.2,22.5,23.9,10.5,12.3,80.2,14.8,4.9,0.1,16.1,62,2.2,341,18418,3,,45721,101.4,6.9,73.8,1.8,15.8,1.3,0,0.4,93.6
380,2019,Odessa-Midland,4101 E 42ND STREET,ODESSA,TX,79762,11367745.07,22287,38.4,40151,28.1,16.8,27.1,12.5,15.5,82.4,12.4,5.1,0.1,19.4,59.3,2.1,125,15737,2.2,,43812,99.1,4,82.7,6.1,0.9,1.2,0,5.1,53.1
381,2019,Milwaukee,4601 S 27th Street,Greenfield,WI,53221,7221716.15,18231,40.5,36058,29,19.3,22.7,8,21,85.8,10.8,3.3,0.1,,63.5,3,529,15951,0.1,,40109,96.8,4.4,76.4,5.6,0.6,6.9,0,6.1,77.3
382,2019,San Antonio,8421 US Highway 281,SAN ANTONIO,TX,78216,10590682,23305,37.3,31556,38.2,20.3,24.8,8.1,8.5,81.5,11.2,6.9,0.5,22.7,38.5,6.6,1097,17410,1.4,,43554,99.8,3.6,81.4,6,1,2.7,0,5.3,41.4
383,2019,Mobile-Pensacola (Ft. Walton Beach),312 SCHILLINGER ROAD,MOBILE,AL,36608,7386252.682,16577,38.1,35760,40.7,15.7,24.9,7.7,10.9,81.2,13.3,5.4,0.1,22.9,54.6,1.2,77,14959,0.9,,35336,85.9,1.8,63.7,31.4,0.3,2,0,0.8,95.4
384,2019,New Orleans,150 North Shore Blvd,SLIDELL,LA,70460,5393896.085,9580,42.4,32405,30.1,20.3,22.4,15.3,11.3,80.9,12.5,6.6,0,,80,2.4,4,7645,0.5,,22766,96,3,65.4,28.2,0.4,0.2,0,2.9,89.9
385,2019,Dallas-Ft. Worth,13307 MIDWAY ROAD,FARMERS BRANCH,TX,75244,11860841.95,8236,40.5,55998,59.5,10.8,21.8,4.5,3.5,86.2,7.6,5.8,0.4,,46.9,1.6,68,5864,1.2,,13254,87.5,10.6,68.9,6.7,0.2,7.8,0,5.8,79.3
386,2019,Harrisburg-Lancaster-Lebanon-York,1800 LOUCKS ROAD STE 900,YORK,PA,17408,8025988.147,12204,43.6,42960,38.5,15.8,20.3,8.9,16.4,86.1,9.8,4,0.1,,78.5,1.5,36,9639,0.3,,23778,97,1.5,89.4,5.2,0.5,2.3,0,1.1,94.8
387,2019,Washington DC,2851 DALE BLVD,DALE CITY,VA,22193,6321758.17,43168,42.1,43697,37.1,20.1,21.2,11.2,9.8,71.2,24.4,4.4,0.1,40.6,80.9,1.5,2093,23489,2.2,,82309,101.5,5.4,45.1,25.6,0.6,9.1,0.2,14.1,68.2
388,2019,Tulsa,11015 E 51st St S.,Tulsa,OK,74146,15363978.44,7277,35,25374,15.6,25.8,21.4,18.5,18.8,90.6,5.6,3.4,0.4,20.2,36.4,3.8,53,5601,0.4,,16163,99.4,6,62.2,10.4,3.7,3.6,0.7,13.4,49.3
389,2019,Detroit,2101 South Telegraph Road,Bloomfield Hills,MI,48302,9350702.971,7094,49.6,78793,66.3,9.8,17.6,3.1,3.1,84.1,7.6,7.9,0.5,25.7,89.6,1.2,0,6212,1.2,,15964,100.6,3.1,77.1,7.6,0.5,10.6,0,1,96.5
390,2019,St. Louis,13901 Manchester Road,Ballwin,MO,63011,9309973.766,18831,45.9,54047,54.1,11,26.7,3,5.2,89,6.7,4.4,0,,86,0.7,27,14517,1.3,,38348,89.6,2.1,90.5,1.8,0,5.1,0,0.4,95.3
391,2019,"Columbus,GA",3131 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31909,5757620.731,17712,38.6,40805,42.7,13.3,23.3,6.5,10,70.8,25.3,3.9,0,,51.3,2.6,40,15091,1.4,,39151,94.7,7.6,61.7,22.6,0.2,3.4,0,4.6,89.5
392,2019,ALBANY,161 WASHINGTON AVE,ALBANY,NY,12205,9117475.762,14218,40.6,45443,45.3,16.8,23.6,7.3,6.9,69.9,26.3,3.9,0,20.7,72.3,4,473,11061,1.3,,26941,96.3,3.6,81,5.8,0.2,8.8,0,0.6,96.3
393,2019,SYRACUSE,9090 DESTINY USA DRIVE,SYRACUSE,NY,13204,6827691.643,7868,35.5,32796,33.6,23.4,23.5,6.9,12.5,78.9,16.5,4.5,0.1,17.5,32.8,14.8,662,7903,1.4,,18741,92.4,5.3,60.2,29.2,1.1,1.3,0,2.9,82.4
394,2019,Birmingham (Anniston & Tuscaloosa),5036 PINNACLE SQUARE,TRUSSVILLE,AL,35235,7337760.134,10154,41.3,34315,29.6,13.6,29.3,9.2,18.3,82.8,15,2.3,0,,71,0.8,13,8139,0.4,,21340,87.7,1.9,38.5,56,0.7,0.7,0.1,2.1,94
395,2019,Montgomery,1500 EASTDALE MALL,MONTGOMERY,AL,36117,4917968.035,27001,40.1,39278,43.4,15.3,22.2,4.8,13.7,72.2,24,3.7,0.1,,57.1,1.9,36,22552,3.3,,54640,85.3,2.5,39.8,50.7,0.1,6.3,0,0.7,97.6
396,2019,Saginaw Bay City-Midland,5417 Bay Road,SAGINAW,MI,48604,6850122.768,5485,33.1,20872,25.7,23.3,28.8,8.8,13.5,84.1,10.9,4.9,0.1,17,71.1,1,20,4115,0.3,,12307,81.6,1.6,83.9,11.7,0.3,1.6,0,0.9,90.8
397,2019,Nashville,2780 WILMA RUDOLPH BLVD,CLARKSVILLE,TN,37040,7798052.678,23686,34.9,34527,28.1,15.2,21.4,10,18.9,68,27.5,4.6,0,26.1,57.7,1.2,209,18625,6.3,,52155,99.1,5,65.7,24.8,0.3,1.9,0.9,1.4,89.3
398,2019,Houston,20780 Gulf Freeway,Webster,TX,77598,17249252,15000,34.5,33981,31.7,24.5,22.7,8.1,12.8,87.2,9.6,3.2,0,25.2,18.6,2.5,40,11244,2.4,,26460,101.6,5.4,69.3,15.8,0.3,7.4,0,1.8,64.8
399,2019,Louisville,1811 NORTH DIXIE AVE,ELIZABETHTOWN,KY,42701,6374672.338,24191,42,39867,33.8,17.6,21.7,8.6,17.2,75.2,20.6,4.2,0,21.1,65.7,2.3,60,20424,3.4,,50647,93.7,4.6,82.1,9.1,0.3,2.8,0.3,0.9,95.4
400,2019,Washington DC,13910 METROTECH DRIVE,CHANTILLY,VA,20151,10009905.96,12499,44.7,48930,49,17.3,18.3,7.8,7.2,79.8,16.1,3.9,0.1,31.5,77.1,1.3,715,6822,0.5,,23068,96.3,3.2,53.9,6,0,33.3,0,3.5,77.7
401,2019,Chicago,101 W LINCOLN HWY,MERRILLVILLE,IN,46410,7917107.27,18048,42.1,38818,30,18.7,21.2,9.3,20.8,85.6,9.7,4.6,0,28.8,69.8,3.4,406,15477,1.8,,37813,88.2,6,41.2,43.7,0.3,1.7,0.1,7,84.9
402,2019,Providence-Warwick-Pawtucket,1110 FALL RIVER AVENUE,SEEKONK,MA,2771,9849662.957,8302,46.8,54033,47.4,11.5,23.1,8.7,9.2,77.9,14.8,7.1,0.2,,85.3,0.9,160,6052,3.7,,15441,87,2.8,94.1,1,0,1.3,0.5,0.4,97.5
403,2019,Rochester,1100 JEFFERSON ROAD,ROCHESTER,NY,14623,8011340.496,12117,31.7,27178,39.9,21.2,24.5,5.3,9.1,87.6,9.1,3.2,0,,52.9,5.5,666,8670,2.4,,25893,102.8,2.3,70.6,11.4,0.5,13.8,0,1.4,94.5
404,2019,Las Vegas,10405 S EASTERN AVE,HENDERSON,NV,89052,12254690.46,23393,44.1,51060,43.5,19,25.9,3.9,7.7,80.4,12,7.4,0.2,23.1,61.7,2,227,21981,4,,55096,94.7,4.4,73.1,5.1,0.3,13.6,0.2,3.3,87.5
405,2019,Philadelphia,989 CHURCH ROAD,CHERRY HILL,NJ,8002,10876605.03,12353,42.2,46763,41.9,17.6,23,7.6,9.8,82.8,13.1,4.1,0,25.3,67.3,1.7,612,8956,1.9,,22964,90.5,3.4,72,6.9,0,12.9,0,4.8,90.7
406,2019,Shreveport,1376 East 70th Street,SHREVEPORT,LA,71105,8202657.398,10852,37.9,40574,48.3,13.6,19.6,9.4,7.5,75.1,19,5.9,0,19.4,54.2,1.9,54,9813,1.6,,20824,93.9,2.8,78.2,15.7,0.5,2.5,0,0.3,96
407,2019,Detroit,32123 GRATIOT AVE,ROSEVILLE,MI,48066,8481800.362,22355,40.1,33666,22.5,22.5,24.2,8.7,22.1,89.1,8.2,2.8,0,26.1,66.4,3.3,422,20176,0,,47507,92.5,2.7,74.4,20.1,0.4,1.6,0,0.8,97.6
408,2019,Detroit,200 WEST 14 MILE ROAD,TROY,MI,48083,9866234.261,10951,41.5,51535,56.4,13.4,16.1,4.8,9.2,87.8,7.7,4.4,0.1,,66.5,2.1,22,9237,1.2,,22561,99.4,2.4,67.5,4.3,0.1,24.6,0,1,97
409,2019,Pittsburgh,120 MALL PLAZA BLVD,MONROEVILLE,PA,15146,9315206.899,13949,44.7,42946,46,15.2,23.8,5.6,9.2,84.7,11.4,3.8,0.1,,75.3,1.9,781,12206,0,,27678,90.5,4,77,12.2,0,6.3,0,0.5,97.6
410,2019,Washington DC,3655 PLANK RD,FREDERICKSBURG,VA,22407,7582667.947,28304,42.6,44912,39.8,19.4,21.1,8.3,11.1,74.6,21.6,3.6,0.2,37.5,77.7,1.6,765,19800,4.7,,58826,93.1,4.6,68.5,17.7,0.4,3,0,5.6,87.9
411,2019,Columbus,1160 Gemini Place,COLUMBUS,OH,43240,11424463.19,2758,37.1,53631,54.7,14,21.9,1.8,7.5,83.6,9.3,7.1,0,,33.1,1.8,24,2048,19.6,,4411,92.7,3.3,59.9,8.3,0.8,27.8,0,0,95.6
412,2019,Houston,19420 1-10 HWY,houston,TX,77084,19682256.43,52732,39.9,37948,37.2,16,22.3,10.2,14.3,83.1,9.7,7,0.1,,64.2,1.8,641,35082,3.9,,107673,95,3.7,53.6,15.6,0.8,11,0,15.3,55.2
413,2019,Houston,4833 Waterview Meadow Drive,RICHMOND,TX,77406,9399731.155,23231,42.8,60321,61.1,6.7,20.3,6.8,4.9,80.1,13.4,6.3,0.2,,89.9,1.3,158,15422,19.4,,49261,108.9,2.4,75,11.2,0.2,8.7,0,2.6,76.7
414,2019,FAYETTEVILLE,3551 S 27th Street,ROGERS,AR,72758,12181128.49,21376,39.2,39143,37.6,13.5,24.3,8.3,16.3,87.9,6.6,5.5,0,17,65.1,1.4,0,14907,6.6,,41523,94.6,2.5,89.2,1.8,0.4,2.4,1.1,2.6,70.7
415,2019,Detroit,10800 Assembly Park Drive,WIXOM,MI,48393,13162393.17,9748,40,36450,38.8,20.8,22.8,6.1,11.5,89,7.3,3.7,0,26.1,61.3,2.2,0,7256,1.1,,17054,90.1,2.1,76,14.5,0.4,6,0,1,94.9
416,2019,Phoenix (Prescott),1891 Williams Field Road,GILBERT,AZ,85295,14169376.47,24515,39.3,49124,52.1,13.7,23.8,4.7,5.7,82.5,12.1,5.4,0.1,27.7,64.7,1.9,156,14789,9.7,,47791,97.2,5.1,81.9,4.5,0.7,5.2,0.4,2.2,83.6
417,2019,Houston,3000 Kirby Drive,PEARLAND,TX,77584,9400461.653,48128,40.2,61619,55.7,11,18.2,6.2,8.9,78.8,17.1,4.1,0.1,,77.8,1,138,30802,9.4,,90372,98,2.6,52.7,22.6,0.8,18.4,0,2.9,78.9
418,2019,Dallas-Ft. Worth,5540 STATE HIGHWAY 121,PLANO,TX,75024,15194987.99,24456,41.8,69737,65.3,7.1,20.9,2.3,4.3,89.6,5.7,4.6,0.2,26.2,47.4,2.3,236,17791,4.6,,43551,98.2,2.8,49.7,8,0.6,37.2,0.2,1.5,93.2
419,2019,Greenville-Spartanburg-Asheville-An,35 Park Woodruff Rd,Greenville,SC,29607,12235158.03,21978,39,41080,47.4,15.5,21,5.1,10.8,87.2,9.2,3.5,0.1,20.6,53,2.3,116,17651,8.8,,41273,88,1.8,67.3,24.6,0,4.9,0.5,0.9,94.5
420,2019,New York,77 WILLOWBROOK BLVD,WAYNE,NJ,7470,9976765.738,26122,46.1,65899,53.9,11.2,23.2,4.9,6.8,81.7,13.1,4.9,0.2,31.4,83.2,1.4,1910,18350,0.4,,53954,91.8,1.6,87,2.2,0,7.9,0.1,1.3,86.4
421,2019,DAYTON,4480 Indian Ripple Road,Dayton,OH,45440,7570827.49,10415,43.5,45929,50.8,14.8,20,4,9.9,77.8,18.6,3.2,0.4,20.2,69,3.2,90,8979,0.4,,21045,95.7,2.5,88.2,4.9,0,3.6,0,0.6,98.3
422,2019,Providence-New Bedford,650 BALD HILL ROAD,WARWICK,RI,2886,7578992.88,14532,43.2,45947,45.6,14.3,22,8.7,9.4,82.8,12,4.9,0.3,,73.8,1.8,208,12498,0.4,,28776,84.5,1.7,91.4,1.4,0.4,4.2,0,0.9,93.5
423,2019,UTICA,4645 COMMERCIAL DRIVE,NEW HARTFORD,NY,13413,6204213.605,7690,46.4,48204,53,14.5,20.4,4.7,7.3,69.8,23.9,6.3,0,17.1,79.8,1.5,0,6393,0.7,,15777,85.4,1.6,92.2,1.9,0.3,3.8,0.1,0.1,97.3
424,2019,Harrisburg-Lancaster-Lebanon-York,1890 FRUITVILLE PIKE,LANCASTER,PA,17601,9348115.968,27067,44.2,42030,47.9,12.8,21.8,4.9,12.6,83.3,10.1,6.4,0.2,21.2,73.9,2.1,212,20998,1.5,,52552,95.4,3.5,86.2,4.1,0.1,4.3,0,1.7,90.4
425,2019,Orlando-Daytona Beach-Melbourne,1002 E HIGHWAY 50,CLERMONT,FL,34711,9047212.013,28053,43.5,37183,43.1,17.6,23.6,7.4,8.2,81.7,12.4,5.9,0,33,79.1,0.5,0,21883,6.9,,61594,91.6,2.1,82.3,8.7,0.8,3.6,0.1,2.5,81
426,2019,Dallas-Ft. Worth,602 US HIGHWAY 287,MANSFIELD,TX,76063,9805740.998,36404,42.9,52354,46.9,12.3,23.1,5.8,11.7,81.1,13.5,5.2,0.2,,79.6,0.6,37,23679,7.8,,73216,94,3.9,69.5,17.1,0.4,4.1,0.1,5.1,80.9
427,2019,Philadelphia,2520 MACARTHUR ROAD,WHITEHALL,PA,18052,8206267.838,14597,41.7,41672,31.5,15.9,23.9,8.4,20.3,87.5,9,3.2,0.3,,65,1.5,302,11140,0.2,,27678,93.1,4.4,79,8.6,0,5.1,0,2.9,80.6
428,2019,Chicago,2100 SOUTH RANDALL RD,GENEVA,IL,60134,7217574.192,14797,46,61918,52.7,11,25.5,3.6,7.2,82.5,11.5,5.9,0.1,,87,0.3,1145,10409,3,,29458,95.3,1.5,94.2,0.5,0.1,2.2,0,1.6,94
429,2019,Boston,300 PROVIDENCE HIGHWAY,DEDHAM,MA,2026,8076927.946,13438,44.2,60776,53.9,12.3,22,5.6,6.1,82.8,12.8,4.4,0,31.9,78.9,2.6,1483,10026,1.1,,25265,86.8,2.5,84.3,8.2,0.1,2.7,0.1,2.1,91.3
430,2019,Rochester,3049 West Ridge Road,Rochester,NY,14626,6736299.826,15466,44.2,38674,38.3,18.7,24,5.4,13.6,87.6,8.5,3.6,0.3,19.6,77.2,2.9,91,12737,1.8,,30292,92.1,4.2,83.4,7.5,0.1,3.6,0,1.1,93.9
431,2019,Orlando-Daytona Beach-Melbourne,3750 FLAGG LANE,LAKE MARY,FL,32746,8216825.227,22848,44.7,47492,54.7,10.5,24.9,4.2,5.7,86.4,7.8,5,0.8,,64.3,0.9,223,17365,4.5,,45244,91.6,2.5,77.2,8.5,0.2,7.9,0,3.7,83.6
432,2019,New York,100 NORTH GALLERIA DRIVE,MIDDLETOWN,NY,10941,8795768.141,6775,43.4,46225,35.2,17.5,26.1,7.6,13.3,79.7,16.5,3.7,0.2,,68.6,3.1,93,4993,0.4,,13786,105.9,8,53.3,25.3,0.6,5.1,0,7.7,77.4
433,2019,Lafayette IN,3530 STATE ROAD 38,LAFAYETTE,IN,47905,6117444.662,20254,40.4,37596,35.8,16.6,19.2,7.5,20.8,82,13.5,4.5,0.1,,68.7,2.1,362,17010,1.1,,41631,92.3,2.7,85.7,5.9,0.1,1.5,0,4.1,89.2
434,2019,Youngstown,5555 YOUNGSTOWN-WARREN RD,NILES,OH,44446,6333392.304,9353,42.5,31658,25.7,22.5,21.4,9.1,21.3,85.4,10.7,3.8,0,,59,2.8,45,9074,1.1,,20151,89.9,1.7,92.1,5.4,0,0.7,0,0.1,98.2
435,2019,Omaha,3271 MARKET PLACE DRIVE,COUNCIL BLUFFS,IA,51501,5391755.698,17235,40.2,31934,22.7,19.3,22.4,11.8,23.8,88,8.3,3.6,0.2,19.2,62.1,3,172,13914,0.6,,35426,98.3,2.7,88.4,2.5,0.8,1.3,0,4.3,85.9
436,2019,HARTFORD-NEW HAVEN,1181 TOLLAND TURNPIKE,MANCHESTER,CT,6042,9594620.827,12150,37.3,53684,51.6,11.4,21.4,4.7,10.8,83.7,12.4,3.8,0,24,57.5,2.3,197,9632,1.8,,23144,86.7,4,59.5,12.6,0.6,16.8,0,6.3,88.5
437,2019,Evansville,49 NORTH GREEN RIVER ROAD,EVANSVILLE,IN,47715,7099479.518,13945,38.5,36624,39.1,17.1,24.4,5,14.4,86.5,10.5,2.9,0.2,17.3,56.6,3.9,121,13053,2.6,,26196,88.4,1.8,84.4,12.1,0.2,0.9,0,0.5,97.3
438,2019,Washington DC,1811 MONOCACY BLVD,FREDERICK,MD,21701,10179898.62,20580,41.5,49447,49.9,14.5,22.4,6.2,6.7,75.3,18.9,5.7,0.2,33.2,68.5,2.7,558,15432,3.6,,37017,90,3,81.5,12,0.1,2.1,0,1.2,91.5
439,2019,Atlanta,2875 George Busbee Pkwy,Kennesaw,GA,30144,17036588.91,31145,38,39185,42.7,17.7,23.1,6,10.3,82,12.1,5.9,0,32.1,56.5,0.6,242,20568,2.1,,56781,88.8,4.6,64.7,21.3,0.4,4.8,0.2,3.9,88
440,2019,Augusta-Aiken,1323 AUGUSTA WEST PARKWAY,AUGUSTA,GA,30909,6351637.205,20206,37.1,33249,35.5,18.7,26.4,6.7,10.4,73.6,23,3.3,0.2,,53.7,2.9,152,16787,4.7,,41261,83.2,3,45.2,47.5,0.2,3.3,0,0.9,95
441,2019,Washington DC,209 KENTLANDS BLVD,GAITHERSBURG,MD,20878,9946845.85,34286,46.4,72555,66.4,8.6,16.4,3.5,4.9,69.5,24.2,6.1,0.2,33.7,72.9,1.6,2956,22404,1.2,,63030,96.9,4.3,56.1,10.3,0.5,25.7,0,3.2,87.6
442,2019,Savannah,300 TANGER OUTLET BLVD,POOLER,GA,31322,10610053.42,14842,40.9,41002,40.9,15.8,20.4,5.8,15.2,77.4,18.1,4.3,0.3,,61.2,0.1,0,9655,12.8,,26126,88.5,3.6,62.5,28.3,0.7,2.5,0.7,1.7,92.8
443,2019,Nashville,535 PLEASANT GROVE RD,MT JULIET,TN,37122,5332411.987,29377,43.7,49942,46.1,12.5,22.6,7,11.6,79.8,12.1,8.2,0,,85.1,1,296,20912,9.2,,58323,100.7,1.8,88.3,6,0.4,2.3,0,1.2,96.6
444,2019,Dallas-Ft. Worth,3002 FIREWHEEL PARKWAY,GARLAND,TX,75040,11851900.53,30979,42.1,30866,25.8,20.1,22.5,16.5,15.1,85.5,7,7.6,0,30.1,72.4,1.4,617,18295,2,,62417,98.2,4,64.3,12,0.5,12.5,0,6.7,51.8
445,2019,Phoenix (Prescott),1050 W ELLIOT ROAD,TEMPE,AZ,85284,3466337.27,11008,45.2,59966,63.4,8.1,19.7,4.8,4,77.5,14.9,7.4,0.2,,76.8,1.4,144,7306,5.9,,19909,97.1,2.9,79.2,2.9,1.9,8.2,0.4,4.5,87
446,2019,TAMPA-ST PETE-SARASOTA,2160 GRAND CYPRESS DRIVE,LUTZ,FL,33559,12993527.07,10340,37.6,34244,40,20.8,22.9,5,10.9,78.5,14.8,5.4,1.3,,56.7,0.1,54,6743,1.9,,18473,95.9,3.1,77.7,13.3,0,3.9,0,2,80
447,2019,New York,1930 N JERSEY 88,BRICK,NJ,8724,9630943.618,21061,44.5,47714,40.2,15.9,26.5,8.7,8.7,80,15.1,4.9,0,,87.1,0.8,444,16510,0.5,,41293,96.6,2.2,91.6,2.8,0,1.5,0,1.8,91
448,2019,Atlanta,1887 Willowtrail Pkwy,Norcross,GA,30093,9114396.509,27191,35.9,27818,17,24.6,19.4,24.7,14.2,88.6,5.2,6.1,0.1,,31.3,6.7,451,18201,1.5,,56290,107.4,3.9,32,24.6,0.2,10.1,0,29.1,44.9
449,2019,Knoxville,11501 PARKSIDE DRIVE,FARRAGUT,TN,37934,11418952.12,12171,47.8,59789,60.1,8.8,24.5,2.8,3.7,78.4,14.6,7,0,,89.8,0.6,0,10234,3.8,,26604,94,1.6,91.6,0.6,0.2,5.8,0,0.2,96
450,2019,Harrisburg-Lancaster-Lebanon-York,5070 JONESTOWN ROAD,HARRISBURG,PA,17112,8232885.331,18578,45.2,47076,47.5,12.1,22.9,7.9,9.5,77,19,3.9,0.1,,85.3,1,87,14259,4,,35818,100.5,3.1,84.8,8.4,0,3.3,0.1,0.4,96.5
451,2019,Chicago,265 ILLINOIS 83,ELMHURST,IL,60126,9041851.382,24056,45.6,63962,54.4,11.5,23.2,4.1,6.8,85.7,10.5,3.8,0.1,30,83.6,1,2924,17053,3.4,,49027,94.8,2.2,89.5,1.2,0.2,6,0,0.8,91.6
452,2019,Baltimore,1647 CROFTON CENTER,CROFTON,MD,21114,11249966.36,15068,40.9,64974,58.1,11.2,19.1,4.3,5.5,64.2,32.6,3,0.2,36.8,78.5,1.6,803,9812,0.3,,27303,99,5.2,70.6,17.7,0,5.7,0,0.7,93.9
453,2019,Waco-Temple-Bryan,2301 EARL RUDDER FREEWAY,COLLEGE STATION,TX,77845,7356545.194,33834,39.7,44496,57.8,11.3,19.8,4.2,6.5,65.4,29.3,4.8,0.5,18.5,66.1,1.3,53,24343,9.7,,66649,96.4,2.1,83.9,5.2,0.4,7.7,0,0.7,87
454,2019,Seattle-Tacoma,301 37TH AVENUE SE,PUYALLUP,WA,98374,11008512.65,19507,42.4,48064,36.6,15.4,22.3,10.7,14.7,77.6,17.8,4.5,0.1,,74.5,0.8,537,14515,4.9,,41613,94,6.9,78.3,3.2,0.9,5.1,1.6,4,89.9
455,2019,APPLETON,3820 W WISCONSIN AVE,GRAND CHUTE,WI,54914,4229264.894,16724,39.7,34004,34,16.9,21.6,7.3,20.2,87,9.4,3.6,0,17.8,66.8,2.3,183,13096,0.9,,30890,99.4,1.9,84.3,3.5,0.5,6.8,0.1,2.9,94.5
456,2019,Denver,955 S HOVER STREET,LONGMONT,CO,80503,7631731.584,18068,45.3,50397,54.3,13.2,19.7,6.2,6.6,80.6,12,7.3,0.1,24.2,70.8,1,292,13681,4.2,,35453,96,2,91.4,0.8,0.4,4.3,0,1.1,88.9
457,2019,Atlanta,5000 Mt. Zion Pkwy,Stockbridge,GA,30281,12854407.8,32652,41.9,37725,32.9,17.6,24.4,8.9,16.1,77.6,18.3,4,0.1,,59.7,2.3,262,24533,1.3,,68456,92.7,3.1,40.2,49.2,0.2,5,0,2.4,91.2
458,2019,LOS ANGELES,26532 TOWNE CENTER DRIVE SUITES A-B,FOOTHILL RANCH,CA,92610,8038354.882,9035,42.8,67764,59.9,12.7,20.9,2.1,4.4,81.1,12.1,6.8,0,,67.9,1.5,28,5603,28.7,,16360,91.3,6.4,58.8,3.4,0,29.9,0.2,1.2,89.7
459,2019,Atlanta,361 NEWNAN CROSSING BYPASS,NEWNAN,GA,30265,8607180.139,17759,44.7,46376,40,11.2,24.8,7.6,16.4,82.8,11.4,5.6,0.2,,75.6,0.6,97,12810,5.4,,35096,90.7,1.8,77.8,15.1,0.4,4.3,0,0.6,93
460,2019,LOS ANGELES,2663 CANYON SPRINGS PARKWAY,RIVERSIDE,CA,92507,4420233.95,25487,31.8,26980,33.6,19.7,21.9,7.4,17.2,76.5,18.4,5,0.1,,34.4,3.1,693,17046,0.7,,59152,99.6,5,47.9,7.7,1.2,12.7,0.4,25.1,49.1
461,2019,San Diego,12080 CARMEL MOUNTAIN ROAD,SAN DIEGO,CA,92128,6976997.698,25055,44.7,62839,62,9,18.5,2.6,7.3,77.7,15.6,6.5,0.1,,58.7,1.4,388,20810,0,,51357,90.3,5.6,64.8,2.3,0.1,23.3,0.4,3.5,88.5
462,2019,Dallas-Ft. Worth,2512 S.Stemmons Frwy,Lewisville,TX,75067,12664158.08,38570,37.1,37614,39.6,17.2,23.5,7.2,12.5,86.5,9.5,3.8,0.2,25.8,42.2,1.8,232,24812,2.4,,68196,94.4,3.9,62.9,14.4,0.5,11.4,0.1,6.7,68.6
463,2019,Chicago,101 RANDALL ROAD,LAKE IN THE HILLS,IL,60156,6617164.766,16119,41.2,47583,38.4,17,26.7,8,9.9,86.2,10.9,3,0,,85.1,0.8,252,9691,0.3,,28809,94.7,2.5,88.2,2.2,0.1,6.4,0,0.6,87.9
464,2019,Philadelphia,5700 ROUTE 42 NORTH,TURNERSVILLE,NJ,8012,3488262.149,19651,41.4,43583,39.1,18.4,25,7.1,10.4,82.5,14.7,2.8,0.1,29.5,70,3.3,528,14658,0.2,,38504,98.3,4,78.1,11.1,0.1,4.2,0,2.4,93
465,2019,Indianapolis,3015 W 86TH STREET,INDIANAPOLIS,IN,46268,6823921.104,13299,38.2,37674,36.9,18.6,24.6,4.8,15.1,86.5,10.2,3.3,0,21.9,53.1,2.1,137,10972,0.4,,25443,88.2,4.2,46.7,43.9,0.2,1,0,3.9,86.8
